index,distance,x,y,z
126,630.000000,613.055660144,27.336509943,529.985826652
127,635.000000,617.794042394,25.742820174,529.898118849
128,640.000000,622.506646141,24.074202337,529.813973490
129,645.000000,627.424143305,23.584482754,529.761638361
130,650.000000,632.423896317,23.559397117,529.763238159
131,655.000000,637.423024258,23.520123169,529.834929764
132,660.000000,642.420392346,23.471634264,529.985979885
133,665.000000,647.412715318,23.481776581,530.262762255
134,670.000000,652.394456467,23.496341579,530.683657162
135,675.000000,657.360760551,23.504897096,531.253517635
136,680.000000,662.304521077,23.514772647,531.991421440
137,685.000000,667.217421193,23.542859795,532.920196745
138,690.000000,672.070927374,23.630474867,534.118284813
139,695.000000,676.877639742,23.775589188,535.482383617
140,700.000000,681.637841196,23.926899714,537.000854390
141,705.000000,686.358518118,24.031552604,538.644273522
142,710.000000,691.071400878,23.978674996,540.313387073
143,715.000000,695.775374033,23.794931705,541.997181576
144,720.000000,700.430325893,23.669661991,543.811804809
145,725.000000,704.993657066,23.637687030,545.845052544
146,730.000000,709.408875815,23.655292362,548.191046803
147,735.000000,713.652713242,23.636480505,550.834811167
148,740.000000,717.724790451,23.595817229,553.731773272
149,745.000000,721.587872003,23.571027572,556.898864670
150,750.000000,725.203504479,23.558846841,560.345412870
151,755.000000,728.547139799,23.549048057,564.057646528
152,760.000000,731.609198075,23.548680647,568.006836870
153,765.000000,734.386751905,23.550072151,572.162767705
154,770.000000,736.893027411,23.528018618,576.488973223
155,775.000000,739.084624445,23.488575826,580.982896532
156,780.000000,740.984791793,23.450142379,585.606563876
157,785.000000,742.595915283,23.516834299,590.337198752
158,790.000000,743.959583617,23.608853922,595.145085340
159,795.000000,745.145280936,23.640865942,600.001359923
160,800.000000,746.161945637,23.607253140,604.895510071
161,805.000000,747.000026407,23.624549818,609.822685147
162,810.000000,747.672648807,23.860208550,614.769141537
163,815.000000,748.172024262,24.379484639,619.716767588
164,820.000000,748.448381769,24.944870011,624.677006081
165,825.000000,748.646500584,25.392867810,629.652688223
166,830.000000,748.833157265,25.668795917,634.640665844
167,835.000000,749.019464039,25.757961646,639.635219356
168,840.000000,749.201202387,25.648382541,644.629426307
169,845.000000,749.332719378,25.435563984,649.622817061
170,845.113906,749.334167480,25.431270599,649.736633301
